snp,1,2,3,4,5
SNP3578,,1,,,
SNP3579,,1,,,
SNP3580,,1,,,
SNP3581,,1,,,
SNP3582,,1,,,
SNP3583,,1,,,
SNP3584,,1,,,
SNP3585,,1,,,
SNP3586,,1,,,
SNP3587,,1,,,
SNP3588,,1,,,
SNP3589,,1,,,
SNP3590,,1,,,
SNP3591,,1,,,
SNP3592,,1,,,
SNP3593,,1,,,
SNP3594,,1,,,
SNP3595,,1,,,
SNP3596,,1,,,
SNP3597,,1,,,
SNP3598,,1,,,
SNP3599,,1,,,
SNP3600,,1,,,
SNP3601,,1,,,
SNP3602,,1,,,
SNP3603,,1,,,
SNP3604,,1,,,
SNP3605,,1,,,
SNP3606,,1,,,
SNP3607,,1,,,
SNP3608,,1,,,
SNP3609,,1,,,
SNP3610,,1,,,
SNP3611,,1,,,
SNP3612,,1,,,
SNP3613,,1,,,
SNP3614,,1,,,
SNP3615,,1,,,
SNP3616,,1,,,
SNP3617,,1,,,
SNP3618,,1,,,
SNP3619,,1,,,
SNP3620,,1,,,
SNP3621,,1,,,
SNP3622,,1,,,
SNP3623,,1,,,
SNP3624,,1,,,
SNP3625,,1,,,
SNP3626,,1,,,
SNP3627,,1,,,
SNP3628,,1,,,
SNP3629,,1,,,
SNP3630,,1,,,
SNP3631,,1,,,
SNP3632,,1,,,
SNP3633,,1,,,
SNP3634,,1,,,
SNP3635,,1,,,
SNP3636,,1,,,
SNP3637,,1,,,
SNP3638,,1,,,
SNP3639,,1,,,
SNP3640,,1,,,
SNP3641,,1,,,
SNP3642,,1,,,
SNP3643,,1,,,
SNP3644,,1,,,
SNP3645,,1,,,
SNP3646,,1,,,
SNP3647,,1,,,
SNP3648,,1,,,
SNP3649,,1,,,
SNP3650,,1,,,
SNP3651,,1,,,
SNP3652,,1,,,
SNP3653,,1,,,
SNP3654,,1,,,
SNP3655,,1,,,
SNP3656,,1,,,
SNP3657,,1,,,
SNP3658,,1,,,
SNP3659,,1,,,
SNP3660,,1,,,
SNP3661,,1,,,
SNP3662,,1,,,
SNP3663,,1,,,
SNP3664,,1,,,
SNP3665,,1,,,
SNP3666,,1,,,
SNP3667,,1,,,
SNP3668,,1,,,
SNP3669,,1,,,
SNP3670,,1,,,
SNP3671,,1,,,
SNP3672,,1,,,
SNP3673,,1,,,
SNP3674,,1,,,
SNP3675,,1,,,
SNP3676,,1,,,
SNP3677,,1,,,
SNP3678,,1,,,
SNP3679,,1,,,
SNP3680,,1,,,
SNP3681,,1,,,
SNP3682,,1,,,
SNP3683,,1,,,
SNP3684,,1,,,
SNP3685,,1,,,
SNP3686,,1,,,
SNP3687,,1,,,
SNP3688,,1,,,
SNP3689,,1,,,
SNP3690,,1,,,
SNP3691,,1,,,
SNP3692,,1,,,
SNP3693,,1,,,
SNP3694,,1,,,
SNP3695,,1,,,
SNP3696,,1,,,
SNP3697,,1,,,
SNP3698,,1,,,
SNP3699,,1,,,
SNP3700,,1,,,
SNP3701,,1,,,
SNP3702,,1,,,
SNP3703,,1,,,
SNP3704,,1,,,
SNP3705,,1,,,
SNP3706,,1,,,
SNP3707,,1,,,
SNP3708,,1,,,
SNP3709,,1,,,
SNP3710,,1,,,
SNP3711,,1,,,
SNP3712,,1,,,
SNP3713,,1,,,
SNP3714,,1,,,
SNP3715,,1,,,
SNP3716,,1,,,
SNP3717,,1,,,
SNP3718,,1,,,
SNP3719,,1,,,
SNP3720,,1,,,
SNP3721,,1,,,
SNP3722,,1,,,
SNP3723,,1,,,
SNP3724,,1,,,
SNP3725,,1,,,
SNP3726,,1,,,
SNP3727,,1,,,
SNP3728,,1,,,
SNP3729,,1,,,
SNP3730,,1,,,
SNP3731,,1,,,
SNP3732,,1,,,
SNP3733,,1,,,
SNP3734,,1,,,
SNP3735,,1,,,
SNP3736,,1,,,
SNP3737,,1,,,
SNP3738,,1,,,
SNP3739,,1,,,
SNP3740,,1,,,
SNP3741,,1,,,
SNP3742,,1,,,
SNP3743,,1,,,
SNP3744,,1,,,
SNP3745,,1,,,
SNP3746,,1,,,
SNP3747,,1,,,
SNP3748,,1,,,
SNP3749,,1,,,
SNP3750,,1,,,
SNP3751,,1,,,
SNP3752,,1,,,
SNP3753,,1,,,
SNP3754,,1,,,
SNP3755,,1,,,
SNP3756,,1,,,
SNP3757,,1,,,
SNP3758,,1,,,
SNP3759,,1,,,
SNP3760,,1,,,
SNP3761,,1,,,
SNP3762,,1,,,
SNP3763,,1,,,
SNP3764,,1,,,
SNP3765,,1,,,
SNP3766,,1,,,
SNP3767,,1,,,
SNP3768,,1,,,
SNP3769,,1,,,
SNP3770,,1,,,
SNP3771,,1,,,
SNP3772,,1,,,
SNP3773,,1,,,
SNP3774,,1,,,
SNP3775,,1,,,
SNP3776,,1,,,
SNP3777,,1,,,
SNP3778,,1,,,
SNP3779,,1,,,
SNP3780,,1,,,
SNP3781,,1,,,
SNP3782,,1,,,
SNP3783,,1,,,
SNP3784,,1,,,
SNP3785,,1,,,
SNP3786,,1,,,
SNP3787,,1,,,
SNP3788,,1,,,
SNP3789,,1,,,
SNP3790,,1,,,
SNP3791,,1,,,
SNP3792,,1,,,
SNP3793,,1,,,
SNP3794,,1,,,
SNP3795,,1,,,
SNP3796,,1,,,
SNP3797,,1,,,
SNP3798,,1,,,
SNP3799,,1,,,
SNP3800,,1,,,
SNP3801,,1,,,
SNP3802,,1,,,
SNP3803,,1,,,
SNP3804,,1,,,
SNP3805,,1,,,
SNP3806,,1,,,
SNP3807,,1,,,
SNP3808,,1,,,
SNP3809,,1,,,
SNP3810,,1,,,
SNP3811,,1,,,
SNP3812,,1,,,
SNP3813,,1,,,
SNP3814,,1,,,
SNP3815,,1,,,
SNP3816,,1,,,
SNP3817,,1,,,
SNP3818,,1,,,
SNP3819,,1,,,
SNP3820,,1,,,
SNP3821,,1,,,
SNP3822,,1,,,
SNP3823,,1,,,
SNP3824,,1,,,
SNP3825,,1,,,
SNP3826,,1,,,
SNP3827,,1,,,
SNP3828,,1,,,
SNP3829,,1,,,
SNP3830,,1,,,
SNP3831,,1,,,
SNP3832,,1,,,
SNP3833,,1,,,
SNP3834,,1,,,
SNP3835,,1,,,
SNP3836,,1,,,
SNP3837,,1,,,
SNP3838,,1,,,
SNP3839,,1,,,
SNP3840,,1,,,
SNP3841,,1,,,
SNP3842,,1,,,
SNP3843,,1,,,
SNP3844,,1,,,
SNP3845,,1,,,
SNP3846,,1,,,
SNP3847,,1,,,
SNP3848,,1,,,
SNP3849,,1,,,
SNP3850,,1,,,
SNP3851,,1,,,
SNP3852,,1,,,
SNP3853,,1,,,
SNP3854,,1,,,
SNP3855,,1,,,
SNP3856,,1,,,
SNP3857,,1,,,
SNP3858,,1,,,
SNP3859,,1,,,
SNP3860,,1,,,
SNP3861,,1,,,
SNP3862,,1,,,
SNP3863,,1,,,
SNP3864,,1,,,
SNP3865,,1,,,
SNP3866,,1,,,
SNP3867,,1,,,
SNP3868,,1,,,
SNP3869,,1,,,
SNP3870,,1,,,
SNP3871,,1,,,
SNP3872,,1,,,
SNP3873,,1,,,
SNP3874,,1,,,
SNP3875,,1,,,
SNP3876,,1,,,
SNP3877,,1,,,
SNP3878,,1,,,
SNP3879,,1,,,
SNP3880,,1,,,
SNP3881,,1,,,
SNP3882,,1,,,
SNP3883,,1,,,
SNP3884,,1,,,
SNP3885,,1,,,
SNP3886,,1,,,
SNP3887,,1,,,
SNP3888,,1,,,
SNP3889,,1,,,
SNP3890,,1,,,
SNP3891,,1,,,
SNP3892,,1,,,
SNP3893,,1,,,
SNP3894,,1,,,
SNP3895,,1,,,
SNP3896,,1,,,
SNP3897,,1,,,
SNP3898,,1,,,
SNP3899,,1,,,
SNP3900,,1,,,
SNP3901,,1,,,
SNP3902,,1,,,
SNP3903,,1,,,
SNP3904,,1,,,
SNP3905,,1,,,
SNP3906,,1,,,
SNP3907,,1,,,
SNP3908,,1,,,
SNP3909,,1,,,
SNP3910,,1,,,
SNP3911,,1,,,
SNP3912,,1,,,
SNP3913,,1,,,
SNP3914,,1,,,
SNP3915,,1,,,
SNP3916,,1,,,
SNP3917,,1,,,
SNP3918,,1,,,
SNP3919,,1,,,
SNP3920,,1,,,
SNP3921,,1,,,
SNP3922,,1,,,
SNP3923,,1,,,
SNP3924,,1,,,
SNP3925,,1,,,
SNP3926,,1,,,
SNP3927,,1,,,
SNP3928,,1,,,
SNP3929,,1,,,
SNP3930,,1,,,
SNP3931,,1,,,
SNP3932,,1,,,
SNP3933,,1,,,
SNP3934,,1,,,
SNP3935,,1,,,
SNP3936,,1,,,
SNP3937,,1,,,
SNP3938,,1,,,
SNP3939,,1,,,
SNP3940,,1,,,
SNP3941,,1,,,
SNP3942,,1,,,
SNP3943,,1,,,
SNP3944,,1,,,
SNP3945,,1,,,
SNP3946,,1,,,
SNP3947,,1,,,
SNP3948,,1,,,
SNP3949,,1,,,
SNP3950,,1,,,
SNP3951,,1,,,
SNP3952,,1,,,
SNP3953,,1,,,
SNP3954,,1,,,
SNP3955,,1,,,
SNP3956,,1,,,
SNP3957,,1,,,
SNP3958,,1,,,
SNP3959,,1,,,
SNP3960,,1,,,
SNP3961,,1,,,
SNP3962,,1,,,
SNP3963,,1,,,
SNP3964,,1,,,
SNP3965,,1,,,
SNP3966,,1,,,
SNP3967,,1,,,
SNP3968,,1,,,
SNP3969,,1,,,
SNP3970,,1,,,
SNP3971,,1,,,
SNP3972,,1,,,
SNP3973,,1,,,
SNP3974,,1,,,
SNP3975,,1,,,
SNP3976,,1,,,
SNP3977,,1,,,
SNP3978,,1,,,
SNP3979,,1,,,
SNP3980,,1,,,
SNP3981,,1,,,
SNP3982,,1,,,
SNP3983,,1,,,
SNP3984,,1,,,
SNP3985,,1,,,
SNP3986,,1,,,
SNP3987,,1,,,
SNP3988,,1,,,
SNP3989,,1,,,
SNP3990,,1,,,
SNP3991,,1,,,
SNP3992,,1,,,
SNP3993,,1,,,
SNP3994,,1,,,
SNP3995,,1,,,
SNP3996,,1,,,
SNP3997,,1,,,
SNP3998,,1,,,
SNP3999,,1,,,
SNP4000,,1,,,
SNP4001,,,1,,
SNP4002,,,1,,
SNP4003,,,1,,
SNP4004,,,1,,
SNP4005,,,1,,
SNP4006,,,1,,
SNP4007,,,1,,
SNP4008,,,1,,
SNP4009,,,1,,
SNP4010,,,1,,
SNP4011,,,1,,
SNP4012,,,1,,
SNP4013,,,1,,
SNP4014,,,1,,
SNP4015,,,1,,
SNP4016,,,1,,
SNP4017,,,1,,
SNP4018,,,1,,
SNP4019,,,1,,
SNP4020,,,1,,
SNP4021,,,1,,
SNP4022,,,1,,
SNP4023,,,1,,
SNP4024,,,1,,
SNP4025,,,1,,
SNP4026,,,1,,
SNP4027,,,1,,
SNP4028,,,1,,
SNP4029,,,1,,
SNP4030,,,1,,
SNP4031,,,1,,
SNP4032,,,1,,
SNP4033,,,1,,
SNP4034,,,1,,
SNP4035,,,1,,
SNP4036,,,1,,
SNP4037,,,1,,
SNP4038,,,1,,
SNP4039,,,1,,
SNP4040,,,1,,
SNP4041,,,1,,
SNP4042,,,1,,
SNP4043,,,1,,
SNP4044,,,1,,
SNP4045,,,1,,
SNP4046,,,1,,
SNP4047,,,1,,
SNP4048,,,1,,
SNP4049,,,1,,
SNP4050,,,1,,
SNP4051,,,1,,
SNP4052,,,1,,
SNP4053,,,1,,
SNP4054,,,1,,
SNP4055,,,1,,
SNP4056,,,1,,
SNP4057,,,1,,
SNP4058,,,1,,
SNP4059,,,1,,
SNP4060,,,1,,
SNP4061,,,1,,
SNP4062,,,1,,
SNP4063,,,1,,
SNP4064,,,1,,
SNP4065,,,1,,
SNP4066,,,1,,
SNP4067,,,1,,
SNP4068,,,1,,
SNP4069,,,1,,
SNP4070,,,1,,
SNP4071,,,1,,
SNP4072,,,1,,
SNP4073,,,1,,
SNP4074,,,1,,
SNP4075,,,1,,
SNP4076,,,1,,
SNP4077,,,1,,
SNP4078,,,1,,
SNP4079,,,1,,
SNP4080,,,1,,
SNP4081,,,1,,
SNP4082,,,1,,
SNP4083,,,1,,
SNP4084,,,1,,
SNP4085,,,1,,
SNP4086,,,1,,
SNP4087,,,1,,
SNP4088,,,1,,
SNP4089,,,1,,
SNP4090,,,1,,
SNP4091,,,1,,
SNP4092,,,1,,
SNP4093,,,1,,
SNP4094,,,1,,
SNP4095,,,1,,
SNP4096,,,1,,
SNP4097,,,1,,
SNP4098,,,1,,
SNP4099,,,1,,
SNP4100,,,1,,
SNP4101,,,1,,
SNP4102,,,1,,
SNP4103,,,1,,
SNP4104,,,1,,
SNP4105,,,1,,
SNP4106,,,1,,
SNP4107,,,1,,
SNP4108,,,1,,
SNP4109,,,1,,
SNP4110,,,1,,
SNP4111,,,1,,
SNP4112,,,1,,
SNP4113,,,1,,
SNP4114,,,1,,
SNP4115,,,1,,
SNP4116,,,1,,
SNP4117,,,1,,
SNP4118,,,1,,
SNP4119,,,1,,
SNP4120,,,1,,
SNP4121,,,1,,
SNP4122,,,1,,
SNP4123,,,1,,
SNP4124,,,1,,
SNP4125,,,1,,
SNP4126,,,1,,
SNP4127,,,1,,
SNP4128,,,1,,
SNP4129,,,1,,
SNP4130,,,1,,
SNP4131,,,1,,
SNP4132,,,1,,
SNP4133,,,1,,
SNP4134,,,1,,
SNP4135,,,1,,
SNP4136,,,1,,
SNP4137,,,1,,
SNP4138,,,1,,
SNP4139,,,1,,
SNP4140,,,1,,
SNP4141,,,1,,
SNP4142,,,1,,
SNP4143,,,1,,
SNP4144,,,1,,
SNP4145,,,1,,
SNP4146,,,1,,
SNP4147,,,1,,
SNP4148,,,1,,
SNP4149,,,1,,
SNP4150,,,1,,
SNP4151,,,1,,
SNP4152,,,1,,
SNP4153,,,1,,
SNP4154,,,1,,
SNP4155,,,1,,
SNP4156,,,1,,
SNP4157,,,1,,
SNP4158,,,1,,
SNP4159,,,1,,
SNP4160,,,1,,
SNP4161,,,1,,
SNP4162,,,1,,
SNP4163,,,1,,
SNP4164,,,1,,
SNP4165,,,1,,
SNP4166,,,1,,
SNP4167,,,1,,
SNP4168,,,1,,
SNP4169,,,1,,
SNP4170,,,1,,
SNP4171,,,1,,
SNP4172,,,1,,
SNP4173,,,1,,
SNP4174,,,1,,
SNP4175,,,1,,
SNP4176,,,1,,
SNP4177,,,1,,
SNP4178,,,1,,
SNP4179,,,1,,
SNP4180,,,1,,
SNP4181,,,1,,
SNP4182,,,1,,
SNP4183,,,1,,
SNP4184,,,1,,
SNP4185,,,1,,
SNP4186,,,1,,
SNP4187,,,1,,
SNP4188,,,1,,
SNP4189,,,1,,
SNP4190,,,1,,
SNP4191,,,1,,
SNP4192,,,1,,
SNP4193,,,1,,
SNP4194,,,1,,
SNP4195,,,1,,
SNP4196,,,1,,
SNP4197,,,1,,
SNP4198,,,1,,
SNP4199,,,1,,
SNP4200,,,1,,
SNP4201,,,1,,
SNP4202,,,1,,
SNP4203,,,1,,
SNP4204,,,1,,
SNP4205,,,1,,
SNP4206,,,1,,
SNP4207,,,1,,
SNP4208,,,1,,
SNP4209,,,1,,
SNP4210,,,1,,
SNP4211,,,1,,
SNP4212,,,1,,
SNP4213,,,1,,
SNP4214,,,1,,
SNP4215,,,1,,
SNP4216,,,1,,
SNP4217,,,1,,
SNP4218,,,1,,
SNP4219,,,1,,
SNP4220,,,1,,
SNP4221,,,1,,
SNP4222,,,1,,
SNP4223,,,1,,
SNP4224,,,1,,
SNP4225,,,1,,
SNP4226,,,1,,
SNP4227,,,1,,
SNP4228,,,1,,
SNP4229,,,1,,
SNP4230,,,1,,
SNP4231,,,1,,
SNP4232,,,1,,
SNP4233,,,1,,
SNP4234,,,1,,
SNP4235,,,1,,
SNP4236,,,1,,
SNP4237,,,1,,
SNP4238,,,1,,
SNP4239,,,1,,
SNP4240,,,1,,
SNP4241,,,1,,
SNP4242,,,1,,
SNP4243,,,1,,
SNP4244,,,1,,
SNP4245,,,1,,
SNP4246,,,1,,
SNP4247,,,1,,
SNP4248,,,1,,
SNP4249,,,1,,
SNP4250,,,1,,
SNP4251,,,1,,
SNP4252,,,1,,
SNP4253,,,1,,
SNP4254,,,1,,
SNP4255,,,1,,
SNP4256,,,1,,
SNP4257,,,1,,
SNP4258,,,1,,
SNP4259,,,1,,
SNP4260,,,1,,
SNP4261,,,1,,
SNP4262,,,1,,
SNP4263,,,1,,
SNP4264,,,1,,
SNP4265,,,1,,
SNP4266,,,1,,
SNP4267,,,1,,
SNP4268,,,1,,
SNP4269,,,1,,
SNP4270,,,1,,
SNP4271,,,1,,
SNP4272,,,1,,
SNP4273,,,1,,
SNP4274,,,1,,
SNP4275,,,1,,
SNP4276,,,1,,
SNP4277,,,1,,
SNP4278,,,1,,
SNP4279,,,1,,
SNP4280,,,1,,
SNP4281,,,1,,
SNP4282,,,1,,
SNP4283,,,1,,
SNP4284,,,1,,
SNP4285,,,1,,
SNP4286,,,1,,
SNP4287,,,1,,
SNP4288,,,1,,
SNP4289,,,1,,
SNP4290,,,1,,
SNP4291,,,1,,
SNP4292,,,1,,
SNP4293,,,1,,
SNP4294,,,1,,
SNP4295,,,1,,
SNP4296,,,1,,
SNP4297,,,1,,
SNP4298,,,1,,
SNP4299,,,1,,
SNP4300,,,1,,
SNP4301,,,1,,
SNP4302,,,1,,
SNP4303,,,1,,
SNP4304,,,1,,
SNP4305,,,1,,
SNP4306,,,1,,
SNP4307,,,1,,
SNP4308,,,1,,
SNP4309,,,1,,
SNP4310,,,1,,
SNP4311,,,1,,
SNP4312,,,1,,
SNP4313,,,1,,
SNP4314,,,1,,
SNP4315,,,1,,
SNP4316,,,1,,
SNP4317,,,1,,
SNP4318,,,1,,
SNP4319,,,1,,
SNP4320,,,1,,
SNP4321,,,1,,
SNP4322,,,1,,
SNP4323,,,1,,
SNP4324,,,1,,
SNP4325,,,1,,
SNP4326,,,1,,
SNP4327,,,1,,
SNP4328,,,1,,
SNP4329,,,1,,
SNP4330,,,1,,
SNP4331,,,1,,
SNP4332,,,1,,
SNP4333,,,1,,
SNP4334,,,1,,
SNP4335,,,1,,
SNP4336,,,1,,
SNP4337,,,1,,
SNP4338,,,1,,
SNP4339,,,1,,
SNP4340,,,1,,
SNP4341,,,1,,
SNP4342,,,1,,
SNP4343,,,1,,
SNP4344,,,1,,
SNP4345,,,1,,
SNP4346,,,1,,
SNP4347,,,1,,
SNP4348,,,1,,
SNP4349,,,1,,
SNP4350,,,1,,
SNP4351,,,1,,
SNP4352,,,1,,
SNP4353,,,1,,
SNP4354,,,1,,
SNP4355,,,1,,
SNP4356,,,1,,
SNP4357,,,1,,
SNP4358,,,1,,
SNP4359,,,1,,
SNP4360,,,1,,
SNP4361,,,1,,
SNP4362,,,1,,
SNP4363,,,1,,
SNP4364,,,1,,
SNP4365,,,1,,
SNP4366,,,1,,
SNP4367,,,1,,
SNP4368,,,1,,
SNP4369,,,1,,
SNP4370,,,1,,
SNP4371,,,1,,
SNP4372,,,1,,
SNP4373,,,1,,
SNP4374,,,1,,
SNP4375,,,1,,
SNP4376,,,1,,
SNP4377,,,1,,
SNP4378,,,1,,
SNP4379,,,1,,
SNP4380,,,1,,
SNP4381,,,1,,
SNP4382,,,1,,
SNP4383,,,1,,
SNP4384,,,1,,
SNP4385,,,1,,
SNP4386,,,1,,
SNP4387,,,1,,
SNP4388,,,1,,
SNP4389,,,1,,
SNP4390,,,1,,
SNP4391,,,1,,
SNP4392,,,1,,
SNP4393,,,1,,
SNP4394,,,1,,
SNP4395,,,1,,
SNP4396,,,1,,
SNP4397,,,1,,
SNP4398,,,1,,
SNP4399,,,1,,
SNP4400,,,1,,
SNP4401,,,1,,
SNP4402,,,1,,
SNP4403,,,1,,
SNP4404,,,1,,
SNP4405,,,1,,
SNP4406,,,1,,
SNP4407,,,1,,
SNP4408,,,1,,
SNP4409,,,1,,
SNP4410,,,1,,
SNP4411,,,1,,
SNP4412,,,1,,
SNP4413,,,1,,
SNP4414,,,1,,
SNP4415,,,1,,
SNP4416,,,1,,
SNP4417,,,1,,
SNP4418,,,1,,
SNP4419,,,1,,
SNP4420,,,1,,
SNP4421,,,1,,
SNP4422,,,1,,
SNP4423,,,1,,
SNP4424,,,1,,
SNP4425,,,1,,
SNP4426,,,1,,
SNP4427,,,1,,
SNP4428,,,1,,
SNP4429,,,1,,
SNP4430,,,1,,
SNP4431,,,1,,
SNP4432,,,1,,
SNP4433,,,1,,
SNP4434,,,1,,
SNP4435,,,1,,
SNP4436,,,1,,
SNP4437,,,1,,
SNP4438,,,1,,
SNP4439,,,1,,
SNP4440,,,1,,
SNP4441,,,1,,
SNP4442,,,1,,
SNP4443,,,1,,
SNP4444,,,1,,
SNP4445,,,1,,
SNP4446,,,1,,
SNP4447,,,1,,
SNP4448,,,1,,
SNP4449,,,1,,
SNP4450,,,1,,
SNP4451,,,1,,
SNP4452,,,1,,
SNP4453,,,1,,
SNP4454,,,1,,
SNP4455,,,1,,
SNP4456,,,1,,
SNP4457,,,1,,
SNP4458,,,1,,
SNP4459,,,1,,
SNP4460,,,1,,
SNP4461,,,1,,
SNP4462,,,1,,
SNP4463,,,1,,
SNP4464,,,1,,
SNP4465,,,1,,
SNP4466,,,1,,
SNP4467,,,1,,
SNP4468,,,1,,
SNP4469,,,1,,
SNP4470,,,1,,
SNP4471,,,1,,
SNP4472,,,1,,
SNP4473,,,1,,
SNP4474,,,1,,
SNP4475,,,1,,
SNP4476,,,1,,
SNP4477,,,1,,
SNP4478,,,1,,
SNP4479,,,1,,
SNP4480,,,1,,
SNP4481,,,1,,
SNP4482,,,1,,
SNP4483,,,1,,
SNP4484,,,1,,
SNP4485,,,1,,
SNP4486,,,1,,
SNP4487,,,1,,
SNP4488,,,1,,
SNP4489,,,1,,
SNP4490,,,1,,
SNP4491,,,1,,
SNP4492,,,1,,
SNP4493,,,1,,
SNP4494,,,1,,
SNP4495,,,1,,
SNP4496,,,1,,
SNP4497,,,1,,
SNP4498,,,1,,
SNP4499,,,1,,
SNP4500,,,1,,
SNP4501,,,1,,
SNP4502,,,1,,
SNP4503,,,1,,
SNP4504,,,1,,
SNP4505,,,1,,
SNP4506,,,1,,
SNP4507,,,1,,
SNP4508,,,1,,
SNP4509,,,1,,
SNP4510,,,1,,
SNP4511,,,1,,
SNP4512,,,1,,
SNP4513,,,1,,
SNP4514,,,1,,
SNP4515,,,1,,
SNP4516,,,1,,
SNP4517,,,1,,
SNP4518,,,1,,
SNP4519,,,1,,
SNP4520,,,1,,
SNP4521,,,1,,
SNP4522,,,1,,
SNP4523,,,1,,
SNP4524,,,1,,
SNP4525,,,1,,
SNP4526,,,1,,
SNP4527,,,1,,
SNP4528,,,1,,
SNP4529,,,1,,
SNP4530,,,1,,
SNP4531,,,1,,
SNP4532,,,1,,
SNP4533,,,1,,
SNP4534,,,1,,
SNP4535,,,1,,
SNP4536,,,1,,
SNP4537,,,1,,
SNP4538,,,1,,
SNP4539,,,1,,
SNP4540,,,1,,
SNP4541,,,1,,
SNP4542,,,1,,
SNP4543,,,1,,
SNP4544,,,1,,
SNP4545,,,1,,
SNP4546,,,1,,
SNP4547,,,1,,
SNP4548,,,1,,
SNP4549,,,1,,
SNP4550,,,1,,
SNP4551,,,1,,
SNP4552,,,1,,
SNP4553,,,1,,
SNP4554,,,1,,
SNP4555,,,1,,
SNP4556,,,1,,
SNP4557,,,1,,
SNP4558,,,1,,
SNP4559,,,1,,
SNP4560,,,1,,
SNP4561,,,1,,
SNP4562,,,1,,
SNP4563,,,1,,
SNP4564,,,1,,
SNP4565,,,1,,
SNP4566,,,1,,
SNP4567,,,1,,
SNP4568,,,1,,
SNP4569,,,1,,
SNP4570,,,1,,
SNP4571,,,1,,
SNP4572,,,1,,
SNP4573,,,1,,
SNP4574,,,1,,
SNP4575,,,1,,
SNP4576,,,1,,
SNP4577,,,1,,
SNP4578,,,1,,
SNP4579,,,1,,
SNP4580,,,1,,
SNP4581,,,1,,
SNP4582,,,1,,
SNP4583,,,1,,
SNP4584,,,1,,
SNP4585,,,1,,
SNP4586,,,1,,
SNP4587,,,1,,
SNP4588,,,1,,
SNP4589,,,1,,
SNP4590,,,1,,
SNP4591,,,1,,
SNP4592,,,1,,
SNP4593,,,1,,
SNP4594,,,1,,
SNP4595,,,1,,
SNP4596,,,1,,
SNP4597,,,1,,
SNP4598,,,1,,
SNP4599,,,1,,
SNP4600,,,1,,
SNP4601,,,1,,
SNP4602,,,1,,
SNP4603,,,1,,
SNP4604,,,1,,
SNP4605,,,1,,
SNP4606,,,1,,
SNP4607,,,1,,
SNP4608,,,1,,
SNP4609,,,1,,
SNP4610,,,1,,
SNP4611,,,1,,
SNP4612,,,1,,
SNP4613,,,1,,
SNP4614,,,1,,
SNP4615,,,1,,
SNP4616,,,1,,
SNP4617,,,1,,
SNP4618,,,1,,
SNP4619,,,1,,
SNP4620,,,1,,
SNP4621,,,1,,
SNP4622,,,1,,
SNP4623,,,1,,
SNP4624,,,1,,
SNP4625,,,1,,
SNP4626,,,1,,
SNP4627,,,1,,
SNP4628,,,1,,
SNP4629,,,1,,
SNP4630,,,1,,
SNP4631,,,1,,
SNP4632,,,1,,
SNP4633,,,1,,
SNP4634,,,1,,
SNP4635,,,1,,
SNP4636,,,1,,
SNP4637,,,1,,
SNP4638,,,1,,
SNP4639,,,1,,
SNP4640,,,1,,
SNP4641,,,1,,
SNP4642,,,1,,
SNP4643,,,1,,
SNP4644,,,1,,
SNP4645,,,1,,
SNP4646,,,1,,
SNP4647,,,1,,
SNP4648,,,1,,
SNP4649,,,1,,
SNP4650,,,1,,
SNP4651,,,1,,
SNP4652,,,1,,
SNP4653,,,1,,
SNP4654,,,1,,
SNP4655,,,1,,
SNP4656,,,1,,
SNP4657,,,1,,
SNP4658,,,1,,
SNP4659,,,1,,
SNP4660,,,1,,
SNP4661,,,1,,
SNP4662,,,1,,
SNP4663,,,1,,
SNP4664,,,1,,
SNP4665,,,1,,
SNP4666,,,1,,
SNP4667,,,1,,
SNP4668,,,1,,
SNP4669,,,1,,
SNP4670,,,1,,
SNP4671,,,1,,
SNP4672,,,1,,
SNP4673,,,1,,
SNP4674,,,1,,
SNP4675,,,1,,
SNP4676,,,1,,
SNP4677,,,1,,
SNP4678,,,1,,
SNP4679,,,1,,
SNP4680,,,1,,
SNP4681,,,1,,
SNP4682,,,1,,
SNP4683,,,1,,
SNP4684,,,1,,
SNP4685,,,1,,
SNP4686,,,1,,
SNP4687,,,1,,
SNP4688,,,1,,
SNP4689,,,1,,
SNP4690,,,1,,
SNP4691,,,1,,
SNP4692,,,1,,
SNP4693,,,1,,
SNP4694,,,1,,
SNP4695,,,1,,
SNP4696,,,1,,
SNP4697,,,1,,
SNP4698,,,1,,
SNP4699,,,1,,
SNP4700,,,1,,
SNP4701,,,1,,
SNP4702,,,1,,
SNP4703,,,1,,
SNP4704,,,1,,
SNP4705,,,1,,
SNP4706,,,1,,
SNP4707,,,1,,
SNP4708,,,1,,
SNP4709,,,1,,
SNP4710,,,1,,
SNP4711,,,1,,
SNP4712,,,1,,
SNP4713,,,1,,
SNP4714,,,1,,
SNP4715,,,1,,
SNP4716,,,1,,
SNP4717,,,1,,
SNP4718,,,1,,
SNP4719,,,1,,
SNP4720,,,1,,
SNP4721,,,1,,
SNP4722,,,1,,
SNP4723,,,1,,
SNP4724,,,1,,
SNP4725,,,1,,
SNP4726,,,1,,
SNP4727,,,1,,
SNP4728,,,1,,
SNP4729,,,1,,
SNP4730,,,1,,
SNP4731,,,1,,
SNP4732,,,1,,
SNP4733,,,1,,
SNP4734,,,1,,
SNP4735,,,1,,
SNP4736,,,1,,
SNP4737,,,1,,
SNP4738,,,1,,
SNP4739,,,1,,
SNP4740,,,1,,
SNP4741,,,1,,
SNP4742,,,1,,
